issuedId,archetypeId,eventName,price,fromUser,toUser,date
1700,BT0_MysteryBox_Exclusive,sale,80.0,Theresa,MerlinTheAlchemist,2023-10-15T04:01:32.613Z
1708,BT0_MysteryBox_Exclusive,sale,81.0,ovou,MerlinTheAlchemist,2023-10-15T04:01:32.613Z
1713,BT0_MysteryBox_Exclusive,burn,,Longfellow,---,2023-10-15T03:02:36.944Z
1707,BT0_MysteryBox_Exclusive,burn,,che,---,2023-10-15T02:08:14.543Z
1706,BT0_MysteryBox_Exclusive,burn,,che,---,2023-10-15T02:08:03.687Z
1707,BT0_MysteryBox_Exclusive,sale,86.0,loveovo,che,2023-10-15T02:06:53.007Z
1706,BT0_MysteryBox_Exclusive,sale,85.0,Heloise,che,2023-10-15T02:06:32.017Z
1352,BT0_MysteryBox_Exclusive,burn,,dragon291111,---,2023-10-15T01:20:18.387Z
1748,BT0_MysteryBox_Exclusive,burn,,Predicter,---,2023-10-14T22:53:50.183Z
1719,BT0_MysteryBox_Exclusive,burn,,SirReal,---,2023-10-14T22:38:01.872Z
1719,BT0_MysteryBox_Exclusive,sale,85.0,ovoovo,SirReal,2023-10-14T22:37:17.836Z
